entailment	id	similarity	sent1	sent2
None	253	3.0	No lance seguinte foi a vez de Nádson aproveitar confusão na área do Bahia para finalizar com perigo.	No primeiro lance de perigo da equipe, o Bahia abriu o placar.
None	254	2.5	Hamilton ficou 0.302s atrás do companheiro, com Kimi em terceiro mais de um segundo atrás.	Kvyat vinha 0.083s atrás e Lewis Hamilton era o terceiro colocado.
None	255	3.25	A produção de petróleo no exterior em maio de 2014 foi de 121 mil bpd.	A produção média de óleo ficou em 101 mil bpd, estável sobre abril.
None	256	2.0	"Picciani disse a amigos que a bancada na Câmara ""quer ter um ministro""."	Eliseu Padilha não é um nome cogitado pela bancada.
None	257	2.0	Henrique Pizzolato fugiu do Brasil em 2013.	Pizzolato foi preso em fevereiro de 2014, em Maranello.
None	258	2.5	Mais tarde, Lobatón quase fez um golaço em chute de longe.	Vargas arriscou um chute de longe e marcou um golaço.
Entailment	259	3.5	Após a conclusão do S2B, os alunos recebem certificação reconhecida por diversas empresas.	Ao fim do curso, participantes recebem certificado de conclusão.
None	260	3.25	Menos de 5% do grupo frequentam serviços de reabilitação.	Somente 18,4% desse grupo frequentam serviço de reabilitação.
None	261	3.0	José Nivaldo abordou José Osmar e deu voz de prisão.	José Nivaldo morreu no local do crime, enquanto José Osmar fugiu.
None	262	3.25	O salário é de R$ 1.195,71, para desempenhar atividades em jornadas semanais de 40 horas.	O salário é de R$ 1.332,62, correspondente a jornadas de trabalho de 40h semanais.
None	263	2.25	A lei não foi sancionada nem votada ainda.	Temos certeza que o governador vai ter a decência de sancionar a lei.
None	264	2.75	A provocação do Corinthians no telão do Itaquerão na noite de quinta-feira não agradou à diretoria da Ponte Preta.	Corinthians e Ponte Preta voltam a campo no próximo domingo.
None	265	2.75	Uma em cada quatro mulheres (24,4%) brasileiras estão obesas.	22,1% delas estavam obesas, enquanto 13,1% dos homens apresentavam obesidade.
None	266	1.75	Entre 1996 e 1998, elas oscilaram entre US$ 4 bilhões e US$ 5,7 bilhões.	O intervalo obtido era de déficit de US$ 800 milhões a US$ 4,9 bilhões.
None	267	3.0	Vasco e Flamengo voltam a campo na próxima quarta-feira.	Este já foi quinto duelo entre Vasco e Flamengo em 2015.
None	268	3.0	O superávit comercial ocorreu porque a queda das importações foi mais acentuada.	A balança comercial brasileira registrou em julho um superávit de US$ 2,379 bilhões.
None	269	2.75	O ataque ocorreu às 18h00 (menos uma hora em Portugal).	O crime ocorreu às 18h (hora local).
Entailment	270	4.0	Não estão claros os motivos do agressor, mas a polícia não descarta hipótese alguma, incluido terrorismo.	Por enquanto, a polícia não descarta nenhuma hipótese, inclusive terrorismo.
None	271	2.25	O Vasco não vencia o Flamengo no Campeonato Brasileiro desde 2006.	A epopeia do Vasco em busca da primeira vitória no Campeonato Brasileiro acabou.
None	272	3.0	No acumulado de 2015, janeiro a julho, a inflação chegou à marca de 6,83%.	A inflação atingiu a marca de 9,56% no acumulado em 12 meses.
None	273	3.0	O forte assédio do Manchester United em Neymar fez o Barcelona correr para tentar renovar o contrato do craque.	Neymar havia declarado na época do interesse do Manchester United que não tinha pressa em negociar um novo contrato.
None	274	2.5	Em julho do ano passado, a balança teve um superávit de US$ 1,563 bilhão.	No ano, a balança acumula superávit de U$ 4,59 bilhões.
None	275	2.25	Marilyn Mosby, de 35 anos, está há apenas quatro meses no cargo de procuradora.	A procuradora Marilyn Mosby disse que é um caso de homicídio.
None	276	3.5	O Palmeiras anunciou na tarde desta terça-feira a contratação do seu 25º reforço para a temporada.	O Palmeiras anunciou no início da tarde desta terça-feira a contratação de Thiago Santos.
None	277	3.25	Quem abriu o placar, bem ao estilo de Celso Roth, no contra-ataque, foi o Vasco.	O time de Celso Roth ficava atrás e apostava no contra-ataque rápido.
None	278	1.75	A Apple distribui o Xcode oficialmente para download na Mac App Store.	Apple diz que removeu apps afetados da App Store.
None	279	3.5	A saída de Janine do ministério ocorre em meio às negociações da presidenta Dilma Rousseff para a reforma administrativa.	A presidente Dilma Rousseff demitiu nesta quarta-feira o ministro da Educação, Renato Janine Ribeiro.
Entailment	280	4.25	Desde o começo do ano, Tiba estava internado no Hospital Sírio-Libanês, em São Paulo, para o tratamento de um câncer.	Tiba estava internado desde o início do ano para tratamento de um câncer.
None	281	3.5	Também queremos virar a página e passar a ter uma política clara de reflorestamento.	Queremos chegar ao desmatamento zero até 2030 e uma política clara de reflorestamento.
None	282	3.0	Foram registradas 184 em São Paulo e 29 em Minas Gerais.	São Paulo e Minas Gerais tiveram o maior número de vítimas em 2013.
None	283	4.0	Os visitantes abriram o placar logo aos cinco minutos com Andrei Girotto.	Andrei Girotto abriu placar para o Verdão logo aos quatro minutos.
None	284	3.25	Desde o início dos pagamentos, mais de 100 mil contribuintes da região já foram beneficiados.	Já na região de Taubaté, desde o início dos pagamentos, as restituições beneficiam 10 mil pessoas.
None	285	4.0	O enterro está marcado para às 16 horas desta segunda-feira (3), no Cemitério do Morumbi.	O enterro será realizado hoje, às 16h no cemitério do Morumbi.
None	286	3.0	A expectativa é que a presidente Dilma anuncie como meta acabar com o desmatamento ilegal em dez anos.	O Brasil também se comprometeu a acabar com o desmatamento ilegal de florestas.
None	287	2.75	Nossos atletas estão em desvantagem em relação aos atletas de outros estados e países.	O secretário ressaltou que em diferentes países, atletas militares também participam das competições.
None	288	3.75	Eu me sinto orgulhoso que eu posso estar perto dessa onda de 'esse é quem eu sou'.	Eu sinto orgulho por poder ser o próximo nessa onda de ‘esse sou eu’.
None	289	2.0	Esse será um dos maiores legados que colheremos com os Jogos Rio 2016.	Isso leva inevitavelmente a uma discussão sobre legados.
Paraphrase	290	4.75	Esse domingo também deve ser ensolarado, com máxima prevista de 33º C.	O domingo será ensolarado e a temperatura máxima prevista é de 33ºC.
None	291	3.75	São investigados dois cabos, quatro sargentos e 12 soldados.	Entre os envolvidos estariam cinco sargentos, dois cabos e onze soldados.
None	292	2.75	Amanhã cedo, Lula tem um café da manhã com o presidente do Senado, Renan Calheiros.	O encontro acontece na casa do presidente do Senado, Renan Calheiros.
Entailment	293	4.25	Adolescentes de 14 a 16 anos podem trabalhar apenas na condição de aprendiz.	A partir de 14, o trabalho pode ser feito na condição de aprendiz.
None	294	2.75	Não estava ainda claro se os especialistas da AIEA estavam presentes na hora da retirada das amostras.	A tomada de amostras é geralmente feita por especialistas da própria AIEA.
None	295	3.5	Spencer Stone foi hospitalizado com ferimentos graves na mão e teve de ser operado.	Spencer Stone também acabou ferido com vários ferimentos de arma branca.
None	296	2.25	Angela Merkel assinalou também que a Grécia é um desafio decisivo para a Zona Euro.	A confiança é a base do euro, disse também Angela Merkel.
None	297	2.5	A assessoria do INSS informou que no estado há 37 agências e apenas quatro estão funcionando parcialmente.	Já as unidades de Cabo Frio e Macaé seguem funcionando parcialmente.
None	298	3.25	No caso do príncipe George o anúncio veio apenas dois dias depois do parto.	E então, em julho de 2013, chegou o príncipe George.
None	299	2.5	A estadia do craque Ronaldinho Gaúcho no Fluminense foi curta.	Ronaldinho Gaúcho ainda pode voltar a defender o Fluminense.
None	300	3.25	A análise do corte de gastos deve ser concluída na próxima semana.	O anúncio dos cortes deverá ser feito na próxima semana e a organização.
None	301	3.25	O ministro Teori Zavascki pediu vistas do processo, o que adiou uma decisão sobre o caso.	A questão segue, então, na fase de análise do ministro Zavascki.
None	302	2.25	Em Hong Kong, o índice Hang Seng caiu 2,61%.	Em Cingapura, o índice Straits Times desvalorizou 1,18%.
None	303	2.25	Belluci é o favorito na disputa contra o pouco conhecido Mate Delic, apenas o 499º colocado no ranking.	Em 2015, Delic disputou apenas quatro partidas e perdeu todas.
None	304	2.25	No ano de 2015, o indicador acumula alta de 4,33%.	O indicador subiu 0,67% neste mês.
None	305	3.25	Rui vende seu apartamento e Tina se desespera ao ver que irá morar no Morro da Macaca.	Rui decide comprar uma casa no Morro da Macaca sem falar com Tina.
None	306	2.25	Cobrou escanteio curto e recebeu a devolução de Galhardo.	Aos cinco, Galhardo bateu escanteio e Geromel cabeceou com perigo para fora.
None	307	3.25	Outro texto que preocupa o governo prevê isenção de PIS/Cofins para o óleo diesel.	Outro veto da lista trata da isenção de PIS/Cofins para óleo diesel.
None	308	3.25	Ontem, cerca de 100 pessoas ficaram feridas.	Dezenas de pessoas ficaram feridas nos dois dias.
None	309	2.25	O Bradesco, antes da compra do HSBC, era o quarto maior banco no Brasil.	O HSBC manterá sua presença no Brasil para as grandes empresas.
Entailment	310	4.0	O mais recente foi a confirmação da ausência de Giuliano, que será poupado por conta do desgaste muscular.	O meia Giuliano será preservado por conta de um forte desgaste muscular.
None	311	2.5	O acidente, relatado pelo ex-velejador Lars Grael, ocorreu numa das três raias fora da baía de Guanabara.	O evento-teste usou seis raias, três delas fora da Baía de Guanabara.
None	312	2.0	Os investimentos previstos foram reduzidos em US$ 11 bilhões, ou 20% do total anunciado em junho.	A empresa também detalhou o plano de desinvestimentos, previstos em US$ 15,1 bilhões até o próximo ano.
Entailment	313	4.25	A autorização é necessária porque Dirceu cumpre prisão domiciliar em Brasília devido a sua condenação no processo do mensalão.	Dirceu cumpre prisão domiciliar após ser condenado no mensalão.
None	314	2.0	Quatro semanas atrás estava em R$ 3,25.	Já para 2016, a previsão foi reduzida de R$ 3,40 para R$ 3,37.
None	315	2.0	A cultura de soja teve ampliação de 5,7% na área plantada ou 1,7 milhão de hectares.	A área plantada prevista é de 57,66 milhões de hectares.
None	316	3.25	Votaram nesta noite os ministros Luciana Lóssio e Toffoli.	Restam os votos de Luciana Lóssio e do presidente da Corte, Dias Toffoli.
None	317	2.25	A nota não defende José Dirceu.	A prisão de Dirceu extirpa um pedaço do câncer do Brasil.
Paraphrase	318	5.0	Este foi o segundo acidente mortal em dois dias, na sequência de demonstrações aéreas na Europa.	Este foi o segundo acidente fatal em dois dias durante apresentações aéreas na Europa.
None	319	2.5	Na sexta-feira, o Ibovespa fechou em alta de 1,58%, a 54.016 pontos.	Às 12h57, o Ibovespa caía 1,76 por cento, a 53.063 pontos.
None	320	2.5	Apenas as ministras Maria Thereza de Assis Moura e Luciana Lóssio foram contra a continuidade das investigações.	Mas a ministra do TSE Maria Thereza de Assis Moura rejeitou o pedido do partido.
None	321	2.25	Em conjunto com a campanha contra a poliomielite, está ocorrendo a mobilização para atualização das cadernetas de vacina.	Esta é a 36ª Campanha Nacional de Vacinação contra a Poliomielite.
None	322	2.5	O que era esperado aconteceu e o Brasil largou na frente da Croácia no confronto pela repescagem da Copa Davis.	O SporTV transmite ao vivo os duelos entre Brasil e Croácia pela Copa Davis.
None	323	2.5	Ele declarou não temer a representação articulada pelo PSOL no Conselho de Ética da Casa.	Nesses dois casos, o processo já seria aberto no Conselho de Ética.
Entailment	324	4.0	O atual campeão Atlético-MG enfrentará o Figueirense, enquanto o Fluminense pegará o Paysandu.	O Atlético-MG joga contra o Figueirense.
None	325	2.5	Cerca de 10% da Grande Muralha da China já desapareceu.	Em 2006, a China estabeleceu regulamentos para a proteção da Grande Muralha.
None	326	2.75	Fernando Collor e o procurador-geral da República, Rodrigo Janot, já protagonizaram alguns momentos no governo.	Janot foi interrompido por Fernando Collor durante sua resposta.
None	327	1.75	O resultado causou alvoroço e fez com que o presidente da Câmara suspendesse a sessão por alguns minutos.	Segundo o presidente da Câmara, o governo perdeu o controle de sua base.
None	328	2.5	Os investigadores suíços ainda não conseguiram confirmar se as movimentações bancárias eram feitas por Cunha ou por procuradores.	De acordo com o PSOL, os procuradores da República confirmaram oficialmente que Cunha tem contas bancárias na Suíça.
None	329	2.5	Em sua réplica, o senador Fernando Collor afirmou que não fez nenhuma acusação ao irmão de Rodrigo Janot.	As palavras do senador Fernando Collor (PTB-AL) contra Janot marcaram a sabatina.
None	330	4.0	Em terceiro lugar no ranking estrela a cantora pop Katy Perry, com faturamento de US$ 135 milhões.	No terceiro lugar, uma surpresa, segundo a Forbes: Katy Perry.
None	331	2.0	A emoção tomou conta do teceiro dia do Rock in Rio.	Já fui a outros festivais, mas amo Rock in Rio.
None	332	3.75	Além dos R$ 600 depositados nesta segunda, mais R$ 800 serão pagos até o dia 11 de setembro.	Os servidores receberam nesta segunda uma parcela de R$ 600 de seus vencimentos.
